"region_code","sector_code","metric","county","year","value"
"CA3","TO","wages","MENDOCINO",2000,
"OR","TO","wages","MENDOCINO",2000,
"WA","TO","wages","MENDOCINO",2000,
"CA1","TR","wages","MENDOCINO",2000,26005.1626506024
"CA2","TR","wages","MENDOCINO",2000,
"CA3","TR","wages","MENDOCINO",2000,
"OR","TR","wages","MENDOCINO",2000,
"WA","TR","wages","MENDOCINO",2000,
"CA1","CO","jobs","MONTEREY",2000,
"CA2","CO","jobs","MONTEREY",2000,178.729256440818
"CA3","CO","jobs","MONTEREY",2000,
"OR","CO","jobs","MONTEREY",2000,
"WA","CO","jobs","MONTEREY",2000,
"CA1","LI","jobs","MONTEREY",2000,
"CA2","LI","jobs","MONTEREY",2000,325.402948943662
"CA3","LI","jobs","MONTEREY",2000,
"OR","LI","jobs","MONTEREY",2000,
"WA","LI","jobs","MONTEREY",2000,
"CA1","SH","jobs","MONTEREY",2000,
"CA2","SH","jobs","MONTEREY",2000,
"CA3","SH","jobs","MONTEREY",2000,
"OR","SH","jobs","MONTEREY",2000,
"WA","SH","jobs","MONTEREY",2000,
"CA1","TO","jobs","MONTEREY",2000,
"CA2","TO","jobs","MONTEREY",2000,15391.4573399631
"CA3","TO","jobs","MONTEREY",2000,
"OR","TO","jobs","MONTEREY",2000,
"WA","TO","jobs","MONTEREY",2000,
"CA1","TR","jobs","MONTEREY",2000,
"CA2","TR","jobs","MONTEREY",2000,1453.75819923424
"CA3","TR","jobs","MONTEREY",2000,
"OR","TR","jobs","MONTEREY",2000,
"WA","TR","jobs","MONTEREY",2000,
"CA1","CO","revenue","MONTEREY",2000,
"CA2","CO","revenue","MONTEREY",2000,17292074.8108334
"CA3","CO","revenue","MONTEREY",2000,
"OR","CO","revenue","MONTEREY",2000,
"WA","CO","revenue","MONTEREY",2000,
"CA1","LI","revenue","MONTEREY",2000,
"CA2","LI","revenue","MONTEREY",2000,19855986.4214376
"CA3","LI","revenue","MONTEREY",2000,
"OR","LI","revenue","MONTEREY",2000,
"WA","LI","revenue","MONTEREY",2000,
"CA1","SH","revenue","MONTEREY",2000,
"CA2","SH","revenue","MONTEREY",2000,
"CA3","SH","revenue","MONTEREY",2000,
"OR","SH","revenue","MONTEREY",2000,
"WA","SH","revenue","MONTEREY",2000,
"CA1","TO","revenue","MONTEREY",2000,
"CA2","TO","revenue","MONTEREY",2000,944796052.791857
"CA3","TO","revenue","MONTEREY",2000,
"OR","TO","revenue","MONTEREY",2000,
"WA","TO","revenue","MONTEREY",2000,
"CA1","TR","revenue","MONTEREY",2000,
"CA2","TR","revenue","MONTEREY",2000,57401416.8003749
"CA3","TR","revenue","MONTEREY",2000,
"OR","TR","revenue","MONTEREY",2000,
"WA","TR","revenue","MONTEREY",2000,
"CA1","CO","wages","MONTEREY",2000,
"CA2","CO","wages","MONTEREY",2000,54634.9052631579
"CA3","CO","wages","MONTEREY",2000,
"OR","CO","wages","MONTEREY",2000,
"WA","CO","wages","MONTEREY",2000,
"CA1","LI","wages","MONTEREY",2000,
"CA2","LI","wages","MONTEREY",2000,21404.7514450867
"CA3","LI","wages","MONTEREY",2000,
"OR","LI","wages","MONTEREY",2000,
"WA","LI","wages","MONTEREY",2000,
"CA1","SH","wages","MONTEREY",2000,
"CA2","SH","wages","MONTEREY",2000,
"CA3","SH","wages","MONTEREY",2000,
"OR","SH","wages","MONTEREY",2000,
"WA","SH","wages","MONTEREY",2000,
"CA1","TO","wages","MONTEREY",2000,
"CA2","TO","wages","MONTEREY",2000,19595.229527105
"CA3","TO","wages","MONTEREY",2000,
"OR","TO","wages","MONTEREY",2000,
"WA","TO","wages","MONTEREY",2000,
"CA1","TR","wages","MONTEREY",2000,
"CA2","TR","wages","MONTEREY",2000,32156.5442561205
"CA3","TR","wages","MONTEREY",2000,
"OR","TR","wages","MONTEREY",2000,
"WA","TR","wages","MONTEREY",2000,
"CA1","CO","jobs","NAPA",2000,
"CA2","CO","jobs","NAPA",2000,302.899055652333
"CA3","CO","jobs","NAPA",2000,
"OR","CO","jobs","NAPA",2000,
"WA","CO","jobs","NAPA",2000,
"CA1","LI","jobs","NAPA",2000,
"CA2","LI","jobs","NAPA",2000,
"CA3","LI","jobs","NAPA",2000,
"OR","LI","jobs","NAPA",2000,
"WA","LI","jobs","NAPA",2000,
"CA1","SH","jobs","NAPA",2000,
"CA2","SH","jobs","NAPA",2000,
"CA3","SH","jobs","NAPA",2000,
"OR","SH","jobs","NAPA",2000,
"WA","SH","jobs","NAPA",2000,
"CA1","TO","jobs","NAPA",2000,
"CA2","TO","jobs","NAPA",2000,1466.63341168666
"CA3","TO","jobs","NAPA",2000,
"OR","TO","jobs","NAPA",2000,
"WA","TO","jobs","NAPA",2000,
"CA1","TR","jobs","NAPA",2000,
"CA2","TR","jobs","NAPA",2000,
"CA3","TR","jobs","NAPA",2000,
"OR","TR","jobs","NAPA",2000,
"WA","TR","jobs","NAPA",2000,
"CA1","CO","revenue","NAPA",2000,
"CA2","CO","revenue","NAPA",2000,21310789.5133511
"CA3","CO","revenue","NAPA",2000,
"OR","CO","revenue","NAPA",2000,
"WA","CO","revenue","NAPA",2000,
"CA1","LI","revenue","NAPA",2000,
"CA2","LI","revenue","NAPA",2000,
"CA3","LI","revenue","NAPA",2000,
"OR","LI","revenue","NAPA",2000,
"WA","LI","revenue","NAPA",2000,
"CA1","SH","revenue","NAPA",2000,
"CA2","SH","revenue","NAPA",2000,
"CA3","SH","revenue","NAPA",2000,
"OR","SH","revenue","NAPA",2000,
"WA","SH","revenue","NAPA",2000,
"CA1","TO","revenue","NAPA",2000,
"CA2","TO","revenue","NAPA",2000,103761097.199106
"CA3","TO","revenue","NAPA",2000,
"OR","TO","revenue","NAPA",2000,
"WA","TO","revenue","NAPA",2000,
"CA1","TR","revenue","NAPA",2000,
"CA2","TR","revenue","NAPA",2000,
"CA3","TR","revenue","NAPA",2000,
"OR","TR","revenue","NAPA",2000,
"WA","TR","revenue","NAPA",2000,
"CA1","CO","wages","NAPA",2000,
"CA2","CO","wages","NAPA",2000,39727.6397515528
"CA3","CO","wages","NAPA",2000,
"OR","CO","wages","NAPA",2000,
"WA","CO","wages","NAPA",2000,
"CA1","LI","wages","NAPA",2000,
"CA2","LI","wages","NAPA",2000,
"CA3","LI","wages","NAPA",2000,
"OR","LI","wages","NAPA",2000,
"WA","LI","wages","NAPA",2000,
"CA1","SH","wages","NAPA",2000,
"CA2","SH","wages","NAPA",2000,
"CA3","SH","wages","NAPA",2000,
"OR","SH","wages","NAPA",2000,
"WA","SH","wages","NAPA",2000,
"CA1","TO","wages","NAPA",2000,
"CA2","TO","wages","NAPA",2000,13214.6480446927
"CA3","TO","wages","NAPA",2000,
"OR","TO","wages","NAPA",2000,
"WA","TO","wages","NAPA",2000,
"CA1","TR","wages","NAPA",2000,
"CA2","TR","wages","NAPA",2000,
"CA3","TR","wages","NAPA",2000,
"OR","TR","wages","NAPA",2000,
"WA","TR","wages","NAPA",2000,
"CA1","CO","jobs","ORANGE",2000,
"CA2","CO","jobs","ORANGE",2000,
"CA3","CO","jobs","ORANGE",2000,2581.22673512423
"OR","CO","jobs","ORANGE",2000,
"WA","CO","jobs","ORANGE",2000,
"CA1","LI","jobs","ORANGE",2000,
"CA2","LI","jobs","ORANGE",2000,
"CA3","LI","jobs","ORANGE",2000,92.1661531690141
"OR","LI","jobs","ORANGE",2000,
"WA","LI","jobs","ORANGE",2000,
"CA1","SH","jobs","ORANGE",2000,
"CA2","SH","jobs","ORANGE",2000,
"CA3","SH","jobs","ORANGE",2000,1257.29586260734
"OR","SH","jobs","ORANGE",2000,
"WA","SH","jobs","ORANGE",2000,
"CA1","TO","jobs","ORANGE",2000,
"CA2","TO","jobs","ORANGE",2000,
"CA3","TO","jobs","ORANGE",2000,33937.4055374645
"OR","TO","jobs","ORANGE",2000,
"WA","TO","jobs","ORANGE",2000,
"CA1","TR","jobs","ORANGE",2000,
"CA2","TR","jobs","ORANGE",2000,
"CA3","TR","jobs","ORANGE",2000,31481.6676704228
"OR","TR","jobs","ORANGE",2000,
"WA","TR","jobs","ORANGE",2000,
"CA1","CO","revenue","ORANGE",2000,
"CA2","CO","revenue","ORANGE",2000,
"CA3","CO","revenue","ORANGE",2000,239532893.750066
"OR","CO","revenue","ORANGE",2000,
"WA","CO","revenue","ORANGE",2000,
"CA1","LI","revenue","ORANGE",2000,
"CA2","LI","revenue","ORANGE",2000,
"CA3","LI","revenue","ORANGE",2000,2881187.90311069
"OR","LI","revenue","ORANGE",2000,
"WA","LI","revenue","ORANGE",2000,
"CA1","SH","revenue","ORANGE",2000,
"CA2","SH","revenue","ORANGE",2000,
"CA3","SH","revenue","ORANGE",2000,24852649.8195447
"OR","SH","revenue","ORANGE",2000,
"WA","SH","revenue","ORANGE",2000,
"CA1","TO","revenue","ORANGE",2000,
"CA2","TO","revenue","ORANGE",2000,
"CA3","TO","revenue","ORANGE",2000,1526677534.78684
"OR","TO","revenue","ORANGE",2000,
"WA","TO","revenue","ORANGE",2000,
"CA1","TR","revenue","ORANGE",2000,
"CA2","TR","revenue","ORANGE",2000,
"CA3","TR","revenue","ORANGE",2000,2121796376.71386
"OR","TR","revenue","ORANGE",2000,
"WA","TR","revenue","ORANGE",2000,
"CA1","CO","wages","ORANGE",2000,
"CA2","CO","wages","ORANGE",2000,
"CA3","CO","wages","ORANGE",2000,52401.9562682216
"OR","CO","wages","ORANGE",2000,
"WA","CO","wages","ORANGE",2000,
"CA1","LI","wages","ORANGE",2000,
"CA2","LI","wages","ORANGE",2000,
"CA3","LI","wages","ORANGE",2000,10962.0612244898
"OR","LI","wages","ORANGE",2000,
"WA","LI","wages","ORANGE",2000,
"CA1","SH","wages","ORANGE",2000,
"CA2","SH","wages","ORANGE",2000,
"CA3","SH","wages","ORANGE",2000,29707.6261398176
"OR","SH","wages","ORANGE",2000,
"WA","SH","wages","ORANGE",2000,
"CA1","TO","wages","ORANGE",2000,
"CA2","TO","wages","ORANGE",2000,
"CA3","TO","wages","ORANGE",2000,16073.6575728312
"OR","TO","wages","ORANGE",2000,
"WA","TO","wages","ORANGE",2000,
"CA1","TR","wages","ORANGE",2000,
"CA2","TR","wages","ORANGE",2000,
"CA3","TR","wages","ORANGE",2000,54889.5750065223
"OR","TR","wages","ORANGE",2000,
"WA","TR","wages","ORANGE",2000,
"CA1","CO","jobs","SACRAMENTO",2000,
"CA2","CO","jobs","SACRAMENTO",2000,396.967085358027
"CA3","CO","jobs","SACRAMENTO",2000,
"OR","CO","jobs","SACRAMENTO",2000,
"WA","CO","jobs","SACRAMENTO",2000,
"CA1","LI","jobs","SACRAMENTO",2000,
"CA2","LI","jobs","SACRAMENTO",2000,
"CA3","LI","jobs","SACRAMENTO",2000,
"OR","LI","jobs","SACRAMENTO",2000,
"WA","LI","jobs","SACRAMENTO",2000,
"CA1","SH","jobs","SACRAMENTO",2000,
"CA2","SH","jobs","SACRAMENTO",2000,
"CA3","SH","jobs","SACRAMENTO",2000,
"OR","SH","jobs","SACRAMENTO",2000,
"WA","SH","jobs","SACRAMENTO",2000,
"CA1","TO","jobs","SACRAMENTO",2000,
"CA2","TO","jobs","SACRAMENTO",2000,
"CA3","TO","jobs","SACRAMENTO",2000,
"OR","TO","jobs","SACRAMENTO",2000,
"WA","TO","jobs","SACRAMENTO",2000,
"CA1","TR","jobs","SACRAMENTO",2000,
"CA2","TR","jobs","SACRAMENTO",2000,6176.41901595563
"CA3","TR","jobs","SACRAMENTO",2000,
"OR","TR","jobs","SACRAMENTO",2000,
"WA","TR","jobs","SACRAMENTO",2000,
"CA1","CO","revenue","SACRAMENTO",2000,
"CA2","CO","revenue","SACRAMENTO",2000,35573137.6222864
"CA3","CO","revenue","SACRAMENTO",2000,
"OR","CO","revenue","SACRAMENTO",2000,
"WA","CO","revenue","SACRAMENTO",2000,
"CA1","LI","revenue","SACRAMENTO",2000,
"CA2","LI","revenue","SACRAMENTO",2000,
"CA3","LI","revenue","SACRAMENTO",2000,
"OR","LI","revenue","SACRAMENTO",2000,
"WA","LI","revenue","SACRAMENTO",2000,
"CA1","SH","revenue","SACRAMENTO",2000,
"CA2","SH","revenue","SACRAMENTO",2000,
"CA3","SH","revenue","SACRAMENTO",2000,
"OR","SH","revenue","SACRAMENTO",2000,
"WA","SH","revenue","SACRAMENTO",2000,
"CA1","TO","revenue","SACRAMENTO",2000,
"CA2","TO","revenue","SACRAMENTO",2000,
"CA3","TO","revenue","SACRAMENTO",2000,
"OR","TO","revenue","SACRAMENTO",2000,
"WA","TO","revenue","SACRAMENTO",2000,
"CA1","TR","revenue","SACRAMENTO",2000,
"CA2","TR","revenue","SACRAMENTO",2000,279132571.901823
"CA3","TR","revenue","SACRAMENTO",2000,
"OR","TR","revenue","SACRAMENTO",2000,
"WA","TR","revenue","SACRAMENTO",2000,
"CA1","CO","wages","SACRAMENTO",2000,
"CA2","CO","wages","SACRAMENTO",2000,50602.654028436
"CA3","CO","wages","SACRAMENTO",2000,
"OR","CO","wages","SACRAMENTO",2000,
"WA","CO","wages","SACRAMENTO",2000,
"CA1","LI","wages","SACRAMENTO",2000,
"CA2","LI","wages","SACRAMENTO",2000,
"CA3","LI","wages","SACRAMENTO",2000,
"OR","LI","wages","SACRAMENTO",2000,
"WA","LI","wages","SACRAMENTO",2000,
"CA1","SH","wages","SACRAMENTO",2000,
"CA2","SH","wages","SACRAMENTO",2000,
"CA3","SH","wages","SACRAMENTO",2000,
"OR","SH","wages","SACRAMENTO",2000,
"WA","SH","wages","SACRAMENTO",2000,
"CA1","TO","wages","SACRAMENTO",2000,
"CA2","TO","wages","SACRAMENTO",2000,
"CA3","TO","wages","SACRAMENTO",2000,
"OR","TO","wages","SACRAMENTO",2000,
"WA","TO","wages","SACRAMENTO",2000,
"CA1","TR","wages","SACRAMENTO",2000,
"CA2","TR","wages","SACRAMENTO",2000,36805.780141844
"CA3","TR","wages","SACRAMENTO",2000,
"OR","TR","wages","SACRAMENTO",2000,
"WA","TR","wages","SACRAMENTO",2000,
"CA1","CO","jobs","SAN DIEGO",2000,
"CA2","CO","jobs","SAN DIEGO",2000,
"CA3","CO","jobs","SAN DIEGO",2000,1698.86861648483
"OR","CO","jobs","SAN DIEGO",2000,
"WA","CO","jobs","SAN DIEGO",2000,
"CA1","LI","jobs","SAN DIEGO",2000,
"CA2","LI","jobs","SAN DIEGO",2000,
"CA3","LI","jobs","SAN DIEGO",2000,182.45136443662
"OR","LI","jobs","SAN DIEGO",2000,
"WA","LI","jobs","SAN DIEGO",2000,
"CA1","SH","jobs","SAN DIEGO",2000,
"CA2","SH","jobs","SAN DIEGO",2000,
"CA3","SH","jobs","SAN DIEGO",2000,11017.5804616929
"OR","SH","jobs","SAN DIEGO",2000,
"WA","SH","jobs","SAN DIEGO",2000,
"CA1","TO","jobs","SAN DIEGO",2000,
"CA2","TO","jobs","SAN DIEGO",2000,
"CA3","TO","jobs","SAN DIEGO",2000,73836.9353537222
"OR","TO","jobs","SAN DIEGO",2000,
"WA","TO","jobs","SAN DIEGO",2000,
"CA1","TR","jobs","SAN DIEGO",2000,
"CA2","TR","jobs","SAN DIEGO",2000,
"CA3","TR","jobs","SAN DIEGO",2000,21518.9066779305
"OR","TR","jobs","SAN DIEGO",2000,
"WA","TR","jobs","SAN DIEGO",2000,
"CA1","CO","revenue","SAN DIEGO",2000,
"CA2","CO","revenue","SAN DIEGO",2000,
"CA3","CO","revenue","SAN DIEGO",2000,128260332.280354
"OR","CO","revenue","SAN DIEGO",2000,
"WA","CO","revenue","SAN DIEGO",2000,
"CA1","LI","revenue","SAN DIEGO",2000,
"CA2","LI","revenue","SAN DIEGO",2000,
"CA3","LI","revenue","SAN DIEGO",2000,11545080.7124647
"OR","LI","revenue","SAN DIEGO",2000,
"WA","LI","revenue","SAN DIEGO",2000,
"CA1","SH","revenue","SAN DIEGO",2000,
"CA2","SH","revenue","SAN DIEGO",2000,
"CA3","SH","revenue","SAN DIEGO",2000,278805498.619259
"OR","SH","revenue","SAN DIEGO",2000,
"WA","SH","revenue","SAN DIEGO",2000,
"CA1","TO","revenue","SAN DIEGO",2000,
"CA2","TO","revenue","SAN DIEGO",2000,
"CA3","TO","revenue","SAN DIEGO",2000,3997551430.76554
"OR","TO","revenue","SAN DIEGO",2000,
"WA","TO","revenue","SAN DIEGO",2000,
"CA1","TR","revenue","SAN DIEGO",2000,
"CA2","TR","revenue","SAN DIEGO",2000,
"CA3","TR","revenue","SAN DIEGO",2000,1054874915.90689
"OR","TR","revenue","SAN DIEGO",2000,
"WA","TR","revenue","SAN DIEGO",2000,
"CA1","CO","wages","SAN DIEGO",2000,
"CA2","CO","wages","SAN DIEGO",2000,
"CA3","CO","wages","SAN DIEGO",2000,42632.4584717608
"OR","CO","wages","SAN DIEGO",2000,
"WA","CO","wages","SAN DIEGO",2000,
"CA1","LI","wages","SAN DIEGO",2000,
"CA2","LI","wages","SAN DIEGO",2000,
"CA3","LI","wages","SAN DIEGO",2000,22197.3608247423
"OR","LI","wages","SAN DIEGO",2000,
"WA","LI","wages","SAN DIEGO",2000,
"CA1","SH","wages","SAN DIEGO",2000,
"CA2","SH","wages","SAN DIEGO",2000,
"CA3","SH","wages","SAN DIEGO",2000,38032.074054804
"OR","SH","wages","SAN DIEGO",2000,
"WA","SH","wages","SAN DIEGO",2000,
"CA1","TO","wages","SAN DIEGO",2000,
"CA2","TO","wages","SAN DIEGO",2000,
"CA3","TO","wages","SAN DIEGO",2000,18335.1106528574
"OR","TO","wages","SAN DIEGO",2000,
"WA","TO","wages","SAN DIEGO",2000,
"CA1","TR","wages","SAN DIEGO",2000,
"CA2","TR","wages","SAN DIEGO",2000,
"CA3","TR","wages","SAN DIEGO",2000,39923.0910941476
"OR","TR","wages","SAN DIEGO",2000,
"WA","TR","wages","SAN DIEGO",2000,
"CA1","CO","jobs","SAN FRANCISCO",2000,
"CA2","CO","jobs","SAN FRANCISCO",2000,154.271568717337
"CA3","CO","jobs","SAN FRANCISCO",2000,
"OR","CO","jobs","SAN FRANCISCO",2000,
"WA","CO","jobs","SAN FRANCISCO",2000,
"CA1","LI","jobs","SAN FRANCISCO",2000,
"CA2","LI","jobs","SAN FRANCISCO",2000,349.855193661972
"CA3","LI","jobs","SAN FRANCISCO",2000,
"OR","LI","jobs","SAN FRANCISCO",2000,
"WA","LI","jobs","SAN FRANCISCO",2000,
"CA1","SH","jobs","SAN FRANCISCO",2000,
"CA2","SH","jobs","SAN FRANCISCO",2000,
"CA3","SH","jobs","SAN FRANCISCO",2000,
"OR","SH","jobs","SAN FRANCISCO",2000,
"WA","SH","jobs","SAN FRANCISCO",2000,
"CA1","TO","jobs","SAN FRANCISCO",2000,
"CA2","TO","jobs","SAN FRANCISCO",2000,54600.0034445695
"CA3","TO","jobs","SAN FRANCISCO",2000,
"OR","TO","jobs","SAN FRANCISCO",2000,
"WA","TO","jobs","SAN FRANCISCO",2000,
"CA1","TR","jobs","SAN FRANCISCO",2000,
"CA2","TR","jobs","SAN FRANCISCO",2000,2485.89914294668
"CA3","TR","jobs","SAN FRANCISCO",2000,
"OR","TR","jobs","SAN FRANCISCO",2000,
"WA","TR","jobs","SAN FRANCISCO",2000,
"CA1","CO","revenue","SAN FRANCISCO",2000,
"CA2","CO","revenue","SAN FRANCISCO",2000,13286673.408324
"CA3","CO","revenue","SAN FRANCISCO",2000,
"OR","CO","revenue","SAN FRANCISCO",2000,
"WA","CO","revenue","SAN FRANCISCO",2000,
"CA1","LI","revenue","SAN FRANCISCO",2000,
"CA2","LI","revenue","SAN FRANCISCO",2000,32864762.3354827
"CA3","LI","revenue","SAN FRANCISCO",2000,
"OR","LI","revenue","SAN FRANCISCO",2000,
"WA","LI","revenue","SAN FRANCISCO",2000,
"CA1","SH","revenue","SAN FRANCISCO",2000,
"CA2","SH","revenue","SAN FRANCISCO",2000,
"CA3","SH","revenue","SAN FRANCISCO",2000,
"OR","SH","revenue","SAN FRANCISCO",2000,
"WA","SH","revenue","SAN FRANCISCO",2000,
"CA1","TO","revenue","SAN FRANCISCO",2000,
"CA2","TO","revenue","SAN FRANCISCO",2000,3230406789.27216
"CA3","TO","revenue","SAN FRANCISCO",2000,
"OR","TO","revenue","SAN FRANCISCO",2000,
"WA","TO","revenue","SAN FRANCISCO",2000,
"CA1","TR","revenue","SAN FRANCISCO",2000,
"CA2","TR","revenue","SAN FRANCISCO",2000,151469966.700989
"CA3","TR","revenue","SAN FRANCISCO",2000,
"OR","TR","revenue","SAN FRANCISCO",2000,
"WA","TR","revenue","SAN FRANCISCO",2000,
"CA1","CO","wages","SAN FRANCISCO",2000,
"CA2","CO","wages","SAN FRANCISCO",2000,48636.4878048781
"CA3","CO","wages","SAN FRANCISCO",2000,
"OR","CO","wages","SAN FRANCISCO",2000,
"WA","CO","wages","SAN FRANCISCO",2000,
"CA1","LI","wages","SAN FRANCISCO",2000,
"CA2","LI","wages","SAN FRANCISCO",2000,32950.0161290323
"CA3","LI","wages","SAN FRANCISCO",2000,
"OR","LI","wages","SAN FRANCISCO",2000,
"WA","LI","wages","SAN FRANCISCO",2000,
"CA1","SH","wages","SAN FRANCISCO",2000,
"CA2","SH","wages","SAN FRANCISCO",2000,
"CA3","SH","wages","SAN FRANCISCO",2000,
"OR","SH","wages","SAN FRANCISCO",2000,
"WA","SH","wages","SAN FRANCISCO",2000,
"CA1","TO","wages","SAN FRANCISCO",2000,
"CA2","TO","wages","SAN FRANCISCO",2000,21064.6714103494
"CA3","TO","wages","SAN FRANCISCO",2000,
"OR","TO","wages","SAN FRANCISCO",2000,
"WA","TO","wages","SAN FRANCISCO",2000,
"CA1","TR","wages","SAN FRANCISCO",2000,
"CA2","TR","wages","SAN FRANCISCO",2000,49623.7136563877
"CA3","TR","wages","SAN FRANCISCO",2000,
"OR","TR","wages","SAN FRANCISCO",2000,
"WA","TR","wages","SAN FRANCISCO",2000,
"CA1","CO","jobs","SAN JOAQUIN",2000,
"CA2","CO","jobs","SAN JOAQUIN",2000,227.644631887778
"CA3","CO","jobs","SAN JOAQUIN",2000,
"OR","CO","jobs","SAN JOAQUIN",2000,
"WA","CO","jobs","SAN JOAQUIN",2000,
"CA1","LI","jobs","SAN JOAQUIN",2000,
"CA2","LI","jobs","SAN JOAQUIN",2000,
"CA3","LI","jobs","SAN JOAQUIN",2000,
"OR","LI","jobs","SAN JOAQUIN",2000,
"WA","LI","jobs","SAN JOAQUIN",2000,
"CA1","SH","jobs","SAN JOAQUIN",2000,
"CA2","SH","jobs","SAN JOAQUIN",2000,
"CA3","SH","jobs","SAN JOAQUIN",2000,
"OR","SH","jobs","SAN JOAQUIN",2000,
"WA","SH","jobs","SAN JOAQUIN",2000,
"CA1","TO","jobs","SAN JOAQUIN",2000,
"CA2","TO","jobs","SAN JOAQUIN",2000,2066.12323266473
"CA3","TO","jobs","SAN JOAQUIN",2000,
"OR","TO","jobs","SAN JOAQUIN",2000,
"WA","TO","jobs","SAN JOAQUIN",2000,
"CA1","TR","jobs","SAN JOAQUIN",2000,
"CA2","TR","jobs","SAN JOAQUIN",2000,10080.485291112
"CA3","TR","jobs","SAN JOAQUIN",2000,
"OR","TR","jobs","SAN JOAQUIN",2000,
"WA","TR","jobs","SAN JOAQUIN",2000,
"CA1","CO","revenue","SAN JOAQUIN",2000,
"CA2","CO","revenue","SAN JOAQUIN",2000,13126913.8082239
"CA3","CO","revenue","SAN JOAQUIN",2000,
"OR","CO","revenue","SAN JOAQUIN",2000,
"WA","CO","revenue","SAN JOAQUIN",2000,
"CA1","LI","revenue","SAN JOAQUIN",2000,
"CA2","LI","revenue","SAN JOAQUIN",2000,
"CA3","LI","revenue","SAN JOAQUIN",2000,
"OR","LI","revenue","SAN JOAQUIN",2000,
"WA","LI","revenue","SAN JOAQUIN",2000,
"CA1","SH","revenue","SAN JOAQUIN",2000,
"CA2","SH","revenue","SAN JOAQUIN",2000,
"CA3","SH","revenue","SAN JOAQUIN",2000,
"OR","SH","revenue","SAN JOAQUIN",2000,
"WA","SH","revenue","SAN JOAQUIN",2000,
"CA1","TO","revenue","SAN JOAQUIN",2000,
"CA2","TO","revenue","SAN JOAQUIN",2000,202108713.298258
"CA3","TO","revenue","SAN JOAQUIN",2000,
"OR","TO","revenue","SAN JOAQUIN",2000,
"WA","TO","revenue","SAN JOAQUIN",2000,
"CA1","TR","revenue","SAN JOAQUIN",2000,
"CA2","TR","revenue","SAN JOAQUIN",2000,454491822.202969
"CA3","TR","revenue","SAN JOAQUIN",2000,
"OR","TR","revenue","SAN JOAQUIN",2000,
"WA","TR","revenue","SAN JOAQUIN",2000,
"CA1","CO","wages","SAN JOAQUIN",2000,
"CA2","CO","wages","SAN JOAQUIN",2000,32563.9917355372
"CA3","CO","wages","SAN JOAQUIN",2000,
"OR","CO","wages","SAN JOAQUIN",2000,
"WA","CO","wages","SAN JOAQUIN",2000,
"CA1","LI","wages","SAN JOAQUIN",2000,
"CA2","LI","wages","SAN JOAQUIN",2000,
"CA3","LI","wages","SAN JOAQUIN",2000,
"OR","LI","wages","SAN JOAQUIN",2000,
"WA","LI","wages","SAN JOAQUIN",2000,
"CA1","SH","wages","SAN JOAQUIN",2000,
"CA2","SH","wages","SAN JOAQUIN",2000,
"CA3","SH","wages","SAN JOAQUIN",2000,
"OR","SH","wages","SAN JOAQUIN",2000,
"WA","SH","wages","SAN JOAQUIN",2000,
"CA1","TO","wages","SAN JOAQUIN",2000,
"CA2","TO","wages","SAN JOAQUIN",2000,11567.0958360872
"CA3","TO","wages","SAN JOAQUIN",2000,
"OR","TO","wages","SAN JOAQUIN",2000,
"WA","TO","wages","SAN JOAQUIN",2000,
"CA1","TR","wages","SAN JOAQUIN",2000,
"CA2","TR","wages","SAN JOAQUIN",2000,36718.7240630092
"CA3","TR","wages","SAN JOAQUIN",2000,
"OR","TR","wages","SAN JOAQUIN",2000,
"WA","TR","wages","SAN JOAQUIN",2000,
"CA1","CO","jobs","SAN LUIS OBISPO",2000,
"CA2","CO","jobs","SAN LUIS OBISPO",2000,308.543137434675
"CA3","CO","jobs","SAN LUIS OBISPO",2000,
"OR","CO","jobs","SAN LUIS OBISPO",2000,
"WA","CO","jobs","SAN LUIS OBISPO",2000,
"CA1","LI","jobs","SAN LUIS OBISPO",2000,
"CA2","LI","jobs","SAN LUIS OBISPO",2000,
"CA3","LI","jobs","SAN LUIS OBISPO",2000,
"OR","LI","jobs","SAN LUIS OBISPO",2000,
"WA","LI","jobs","SAN LUIS OBISPO",2000,
"CA1","SH","jobs","SAN LUIS OBISPO",2000,
"CA2","SH","jobs","SAN LUIS OBISPO",2000,
"CA3","SH","jobs","SAN LUIS OBISPO",2000,
"OR","SH","jobs","SAN LUIS OBISPO",2000,
"WA","SH","jobs","SAN LUIS OBISPO",2000,
"CA1","TO","jobs","SAN LUIS OBISPO",2000,
"CA2","TO","jobs","SAN LUIS OBISPO",2000,8062.3870229032
"CA3","TO","jobs","SAN LUIS OBISPO",2000,
"OR","TO","jobs","SAN LUIS OBISPO",2000,
"WA","TO","jobs","SAN LUIS OBISPO",2000,
"CA1","TR","jobs","SAN LUIS OBISPO",2000,
"CA2","TR","jobs","SAN LUIS OBISPO",2000,301.155182515567
"CA3","TR","jobs","SAN LUIS OBISPO",2000,
"OR","TR","jobs","SAN LUIS OBISPO",2000,
"WA","TR","jobs","SAN LUIS OBISPO",2000,
"CA1","CO","revenue","SAN LUIS OBISPO",2000,
"CA2","CO","revenue","SAN LUIS OBISPO",2000,68299130.9427891
"CA3","CO","revenue","SAN LUIS OBISPO",2000,
"OR","CO","revenue","SAN LUIS OBISPO",2000,
"WA","CO","revenue","SAN LUIS OBISPO",2000,
"CA1","LI","revenue","SAN LUIS OBISPO",2000,
